word,mean_abs_shap,mean_shap,count
generous,0.20422590870617163,0.20422590870617163,1
jazeera,0.20230033760890365,-0.20230033760890365,1
challenged,0.19941117254678498,-0.19941117254678498,1
tirade,0.1983612564217765,0.1983612564217765,1
extremists,0.19765093736350536,0.19765093736350536,1
soros,0.1968951434052239,0.1968951434052239,1
bureaucracy,0.19669865873098993,0.19669865873098993,1
mentality,0.18799710734747352,0.18799710734747352,1
power-hungry,0.18766328521693745,0.18766328521693745,1
““catastrophe””,0.18586794175207616,0.18586794175207616,1
mischaracterized,0.1853772050817497,0.1853772050817497,1
outrage,0.18263156169268768,0.17729707485705148,2
innocent,0.18107111317416033,0.18107111317416033,1
hospital,0.1806898083175636,-0.1806898083175636,1
unhealthy,0.1784434181463439,0.1784434181463439,1
obsession,0.17737073265889194,0.17737073265889194,1
well-armed,0.17590442528016867,0.17590442528016867,1
nakedly,0.17589088899937147,0.17589088899937147,1
oscar-winning,0.17466651679327092,-0.17466651679327092,1
blasted,0.17251085373467842,0.17251085373467842,3
market,0.17142756160215608,-0.17142756160215608,1
nothing,0.1707096793106757,0.1707096793106757,1
jones,0.17063569521997124,-0.17063569521997124,1
sued,0.17034889543429016,-0.17034889543429016,1
recalibrated,0.1700083253838654,-0.1700083253838654,1
gaggle,0.16765290626790375,0.16765290626790375,1
polluted,0.16652882140543726,0.16652882140543726,1
crusaders,0.16608054395765065,0.16608054395765065,1
carnage””,0.1651966206554789,0.1651966206554789,1
embarrassment,0.16513826562731992,0.16513826562731992,1
angry,0.16402220365437511,0.16402220365437511,1
misleading,0.163240208335496,0.163240208335496,2
mouth,0.16302441370498855,0.16302441370498855,2
brag,0.16276646634408581,0.16276646634408581,1
inflammatory,0.16273121209815145,0.16273121209815145,1
biased,0.16198459294522466,0.16198459294522466,2
note,0.1615426582749933,-0.1615426582749933,1
storms,0.16036981108066226,-0.16036981108066226,1
shamelessly,0.15972844891715796,0.15972844891715796,1
outraged,0.1594502473137312,0.1594502473137312,2
roil,0.1593036220357236,0.1593036220357236,1
desperately,0.15910039143636823,0.15910039143636823,1
glossy,0.1589425349874156,0.1589425349874156,1
elites,0.15864390916457133,0.15864390916457133,1
burnish,0.15819131411844864,0.15819131411844864,1
unleashing,0.15706845630193128,0.15706845630193128,1
censorious,0.15467828009277582,0.15467828009277582,1
greedy,0.15446672274598056,0.15446672274598056,1
pretending,0.15422701137140393,0.15422701137140393,1
pathologized,0.15418608894882102,0.15418608894882102,1
supremacy””,0.15400204832549208,0.15400204832549208,1
disaster,0.15341129919721022,0.15341129919721022,2
crippled,0.15292993722897438,0.15292993722897438,1
prosecutors,0.15213782780726132,-0.15213782780726132,1
fodder,0.15165094439206378,0.15165094439206378,1
hidden,0.15159265264602645,0.15159265264602645,1
meanwhile,0.15054533234797418,-0.15054533234797418,1
censorship,0.1494187656790018,0.1494187656790018,1
massive,0.14917436019907024,0.14917436019907024,3
extreme,0.14883796509820968,0.14883796509820968,1
sebelius,0.14854892565765315,-0.14854892565765315,1
attacked,0.1476152704304291,0.1476152704304291,1
booklet,0.14659618030418642,-0.14659618030418642,1
insisted,0.14659121280743015,-0.14659121280743015,1
backpedaling,0.1465230569608199,0.1465230569608199,1
buffoonery,0.14589149541519747,0.14589149541519747,1
fabricate,0.14567391731830545,0.14567391731830545,1
says,0.14556077951048677,-0.14556077951048677,4
gulags,0.14484818563505542,0.14484818563505542,1
lots,0.144340684521012,0.144340684521012,1
stunt,0.14409049133756238,0.14409049133756238,2
champion,0.14402344853927693,0.14402344853927693,1
brooklyn,0.14345134235918522,-0.14345134235918522,1
tweeted,0.14262160830548964,-0.14262160830548964,1
antifa,0.14258234080140633,0.14258234080140633,2
day.””,0.1420975410398872,-0.1420975410398872,1
traditionally,0.14176825264862383,-0.14176825264862383,1
clash,0.14055888260675906,-0.14055888260675906,1
““so-called””,0.13841206052262958,0.13841206052262958,1
unaccountable,0.1384106130261595,0.1384106130261595,1
behavior,0.13792668445104803,0.13792668445104803,1
abroad,0.13764595539708221,-0.13764595539708221,1
experience,0.13739886905320667,-0.13739886905320667,2
anti-woman,0.13665275895036755,0.13665275895036755,1
““irresponsible””,0.1358800755260745,0.1358800755260745,1
racialized,0.13562869483471982,0.13562869483471982,1
putin,0.13530294507897148,0.13530294507897148,1
unfortunately,0.13505431946365745,0.13505431946365745,2
activists””,0.13321830315690023,0.13321830315690023,1
right-wing,0.13268032238637614,0.13268032238637614,3
dehumanize,0.13207916024839506,0.13207916024839506,1
quack,0.13164866327895738,0.13164866327895738,1
blaming,0.13057340243701926,0.13057340243701926,1
